,DATE,PCU483111483111,T5YIE,HH,USOIL,RETAILINV,TRUCK,MFS
59,2018-12-01,304.5,1.51,3.01,45.4,1.5,125.8,434803.0
60,2019-01-01,307.2,1.7,3.1,53.99,1.49,125.7,440751.0
61,2019-02-01,306.5,1.84,3.1,57.24,1.5,125.2,439996.0
62,2019-03-01,308.2,1.78,3.34,60.14,1.48,125.0,447167.0
63,2019-04-01,309.5,1.85,3.46,63.43,1.47,124.9,448709.0
64,2019-05-01,310.2,1.58,3.26,53.34,1.48,125.4,449552.0
65,2019-06-01,309.3,1.53,3.32,58.15,1.47,125.8,450927.0
66,2019-07-01,313.7,1.56,3.24,57.83,1.46,125.3,454012.0
67,2019-08-01,304.2,1.35,3.26,55.01,1.45,125.3,456500.0
68,2019-09-01,305.0,1.35,3.25,54.27,1.47,125.1,452849.0
69,2019-10-01,302.9,1.44,2.8,54.1,1.46,125.4,455486.0
70,2019-11-01,316.9,1.5,2.91,55.22,1.44,126.0,457658.0
71,2019-12-01,320.6,1.68,3.04,61.35,1.44,125.8,458055.0
72,2020-01-01,320.8,1.6,3.1,51.55,1.43,126.0,460586.0
73,2020-02-01,304.1,1.33,2.27,45.26,1.43,125.6,459610.0
74,2020-03-01,302.1,0.49,2.2,20.1,1.52,124.7,434281.0
75,2020-04-01,286.9,0.72,2.93,19.045,1.67,123.2,379892.0
76,2020-05-01,287.0,0.83,2.83,35.185,1.34,120.6,444631.0
77,2020-06-01,287.8,1.16,2.95,39.825,1.22,121.4,475723.0
78,2020-07-01,288.6,1.4,2.99,40.44,1.21,123.8,481303.0
79,2020-08-01,288.8,1.69,3.35,42.791,1.22,124.5,483422.0
80,2020-09-01,288.2,1.5,3.06,39.918,1.22,124.5,493411.0
81,2020-10-01,284.3,1.59,3.73,35.72,1.23,126.2,492938.0
82,2020-11-01,281.1,1.68,3.42,45.045,1.26,127.5,487017.0
83,2020-12-01,284.0,1.95,4.22,48.181,1.28,128.6,485541.0
84,2021-01-01,286.3,2.21,4.6,52.169,1.2,129.8,518547.0
85,2021-02-01,294.3,2.39,4.73,61.53,1.23,131.8,503981.0
86,2021-03-01,299.9,2.54,4.63,59.43,1.1,133.8,559871.0
87,2021-04-01,309.5,2.57,5.0,63.459,1.07,136.0,562269.0
88,2021-05-01,322.9,2.57,5.21,67.0,1.08,138.1,550781.0
89,2021-06-01,336.9,2.47,5.07,73.495,1.08,139.3,554388.0
90,2021-07-01,340.299,2.56,5.04,73.659,1.11,140.718,543191.0
91,2021-08-01,334.857,2.48,4.98,68.535,1.1,141.892,550293.0
92,2021-09-01,346.891,2.51,5.38,75.048,1.09,143.747,554233.0
93,2021-10-01,356.86,2.89,5.73,83.284,1.07,146.798,565388.0
94,2021-11-01,353.44,2.8,5.53,66.945,1.08,150.343,569560.0
95,2021-12-01,365.693,2.87,5.54,75.351,1.17,151.551,552629.0
96,2022-01-01,369.291,2.82,6.39,88.127,1.13,153.969,583981.0
97,2022-02-01,382.16611751728675,2.83128,6.44112,89.97766699999998,1.1451984999999998,155.58567449999998,590842.77675
98,2022-03-01,388.89350534247495,2.84260512,6.4926489599999995,91.86719800699997,1.1606014198249996,157.21932408224998,597785.1793768124
99,2022-04-01,395.70261583638734,2.85397554048,6.54459015168,93.79640916514695,1.1762115089216458,158.87012698511361,604809.1552344899
100,2022-05-01,402.59451215622545,2.86539144264192,6.596946872893439,95.76613375761504,1.192031553716642,160.5382633184573,611915.6628084951
101,2022-06-01,409.5702727479102,2.8768530084124877,6.649722447876587,97.77722256652494,1.2080643781141307,162.22391508330108,619105.6718464949
102,2022-07-01,416.63099159188215,2.8883604204461375,6.702920227459599,99.83054424042196,1.2243128439997657,163.92726619167573,626380.1634906911
103,2022-08-01,412.9251220207272,2.8737742003228846,6.649296865639923,98.78232352589754,1.2359438160177636,162.82075714488192,620774.0610274494
104,2022-09-01,409.2476950086919,2.859261640611254,6.596102490714803,97.74510912887563,1.2476852822699325,161.72171703415395,615218.1331812538
105,2022-10-01,405.5985470032202,2.844822369326167,6.543333670789084,96.71878548302243,1.2595382924514968,160.6300954441734,609711.9308892816
106,2022-11-01,399.1669921813421,2.7883526452950425,6.339508826944004,95.67905853907993,1.2715039062297862,158.421431631816,604864.7210387117
107,2022-12-01,392.7882687365298,2.733003845285936,6.142033126984699,94.65050865978482,1.2835831933389692,156.24313694687854,600056.046506454
108,2023-01-01,386.46295923060853,2.67875371895701,5.950708795079126,93.63301569169212,1.2957772336756894,154.09479381385896,595285.6009367277
109,2023-02-01,382.4581589483733,2.6387063508586026,5.814140028232059,92.88395156615859,1.3041997856945813,152.70794066953422,592993.7513731213
110,2023-03-01,378.4695694994543,2.5992576909132663,5.680705514584133,92.14087995362932,1.312677084301596,151.3335692035084,590710.7254303348
111,2023-04-01,374.4975680533194,2.560398788434113,5.550333323024427,91.4037529140003,1.3212094853495564,149.97156708067683,588436.489137428
112,2023-05-01,370.54251703337405,2.522120826547023,5.422953173261016,90.67252289068828,1.3297973470043285,148.62182297695074,586171.0086542489
113,2023-06-01,366.60476450926893,2.4844151201901448,5.2984963979346755,89.94714270756278,1.3384410297598566,147.28422657015818,583914.25027093
114,2023-07-01,362.6846445797955,2.447273114143302,5.176895905602074,89.22756556590227,1.3471408964532956,145.95866853102675,581666.1804073869
115,2023-08-01,360.9799058640571,2.434669657605464,5.109596258829248,88.58958847210607,1.3511823191426553,145.37483385690263,580182.931647348
116,2023-09-01,359.2768636601823,2.4221311088687956,5.043171507464467,87.95617291453051,1.3552358661000832,144.793334521475,578703.4651716473
117,2023-10-01,357.57559233150613,2.409657133658121,4.977610277867429,87.32728627819162,1.3593015736983833,144.2141611833891,577227.7713354595
118,2023-11-01,355.8761648742565,2.397247399419782,4.912901344255152,86.70289618130255,1.3633794784194784,143.63730453865554,575755.8405185541
119,2023-12-01,354.1786529372617,2.38490157531277,4.8490336267798355,86.08297047360624,1.3674696168547367,143.0627553205009,574287.6631252317
120,2024-01-01,352.483126841393,2.372619332199909,4.785996189631698,85.46747723471995,1.3715720257053008,142.4905042992189,572823.2295842624
